index,artist_name,track_name,track_id,popularity,danceability,energy,instrumentalness,liveness,loudness,tempo
44,Duncan Sheik,Barely Breathing,75HZ6Wxnw8xbgz6HU9kKCS,0.7506556172,-0.6377859597,0.8564845778,-0.398628982,-0.07152496854,0.2520270264,2.284833067
45,Mike Bloomfield,Stop,4aWZIBCBMQEgMna9JpgW90,-1.269359848,-0.6674234865,-0.009389726948,0.1833085691,-0.5141765791,-0.03792002078,-1.088954933
46,Darius Rucker,Story To Tell,4Av6XKEJEIb5vgA9348xoc,-0.7082444408,-0.05096292888,0.791544005,-0.398628982,-0.667839924,0.5773073549,-1.165271475
47,Gin Blossoms,Found Out About You,5WmDRnuGYo31xrWNDcYaps,-0.0349059525,-0.2762081326,0.8954489216,-0.2734725498,-0.4193226626,0.02161120457,0.5006153577
48,BBMak,Back Here,6znv7i4Wif5fLwI6OjKHZ4,-0.5960213594,0.1683547695,1.436620362,-0.3986189775,-0.7133698039,1.077969243,-0.5030678789
49,A Tribe Called Quest,Sucka Nigga,4DcrZLp19qTdBYqc2bgj3V,-0.3715751967,1.093045606,0.05988021744,-0.398628982,1.243782674,-0.4751961437,-1.124766035
50,Perfume Genius,Just Like Love,0yKGCvh3lFHp20gwVzTS2S,-1.044913685,0.4113824893,-0.2518345323,0.1793226954,-0.4635878236,0.1256837784,-0.02565358959
51,Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,3.556232652,-0.6081484329,0.7785558904,-0.3986128392,0.004358164705,0.9556946758,1.013639562
52,Jimi Hendrix,Gypsy Eyes,1DfWmv1eJU1a9tuGpqKGFP,-0.9326906036,0.05573216762,0.05555084591,-0.398628982,2.198645434,0.2428189592,-0.07387115864
53,Los Cafres,Llueve,1fVYU0sWD02L8yqq2jgdp3,-1.157136766,0.1624272641,0.1854319916,-0.3968791835,-1.027652447,0.1299666004,1.750885523
54,VÉRITÉ,Underdressed,0v9W4BfBwrxFLzRqWnqXPZ,0.1895402103,-0.2406431005,-0.3037869906,-0.3986233221,-0.3940282848,0.5937962195,0.5482628998
55,Blake Mills,It'll All Work Out,4fWi9tlWzs2XUejI8qjC6d,-1.269359848,1.004133025,-0.7107479138,0.1992520636,-0.5078529847,0.018184947,-0.03108561059
56,millic,PARADISE,5NglxmxSK6BKlV0A1G5NBf,-0.0349059525,0.8263078646,0.3759243387,-0.398628982,-0.572353648,0.3021360435,0.03624462491
57,Hikaru Utada,Simple And Clean - Ray Of Hope MIX,68wEEgRMaFv0PXYVgCQrtp,-0.8204675222,0.04980466226,1.419302876,-0.2192646683,3.98822266,0.7460505404,0.1313049923
58,Santana,Into the Night (feat. Chad Kroeger),5Hv1QAbRWrUSUHaT0CmnMS,0.8628786986,0.03202214618,1.016671324,-0.398628982,0.2889199144,0.7441232706,0.2750858936
59,Guy,Let's Chill,0BEUswN4YNySo3KRVrAqCq,0.3017632917,-0.09245546641,-0.9098990039,-0.398628982,-0.948607517,-1.009264043,-1.51634098
60,FEVER 333,PREY FOR ME/3,6l7RAW0pgGD1YZdb2Dg9yi,-0.0349059525,-1.349086603,1.45826722,-0.398628982,-0.09049575185,0.9865309939,0.3453333255
61,Talking Heads,Once in a Lifetime - Live,019KRrap2TW8ASDAWbe6OU,-0.5960213594,-0.4243957667,0.6919684599,-0.3984173321,4.892496665,-0.1162956628,0.1007917879
62,Matisse & Sadko,Don’t Tell Me,7gq9Mo03Zr417T2C5sgR03,1.76066335,0.0438771569,0.7612384043,-0.398628982,0.933926547,1.056555133,0.2087280569
63,Chris Brown,2012,60GA0yEMtXVc0JRpiDco6j,-0.1471290339,0.01423963009,-0.8406290596,-0.398628982,-0.6324277951,-0.399604336,0.2245882169
64,Katy Perry,Unconditionally,4fwbGKNExPtPHbor1TBSY4,2.209555675,-1.141623915,0.5014761129,-0.398628982,0.124506459,0.7047213084,0.3045931681
65,Billy Currington,Let Me Down Easy,1tZ5C8zI326sIB4kBErdmC,0.8628786986,0.1209347266,-0.4856205946,-0.398628982,-0.5141765791,0.6997960632,0.1761023999
66,Jason Isbell,Different Days,7rWEKtERUmgbwcIh8wsp8E,-1.269359848,-0.4243957667,-1.264907469,-0.3983045319,-0.526823768,-1.56817231,-1.249367207
67,Pretty Ricky,Boo Thang,6qR64JTIsDUjWAxFGb86Wo,0.07731712889,0.7966703378,0.2850075367,-0.398628982,1.06672203,0.4732347811,0.1751970631
68,Jah Cure,Before I Leave,6wInf3flEuSeXggEJYoQkg,-1.044913685,0.8085253485,-0.1349415011,-0.398628982,-0.5078529847,0.5203458227,-1.026386099
69,Vedo,4 Walls,5Wcw2hbK2bXYlNpEb07gL5,0.8628786986,0.5121500805,-0.7237360284,-0.398628982,-0.2422620183,0.08735252178,0.2742140877
70,James Vickery,High Like,6jhWyJ19qHguoS4G2D4OsT,-0.7082444408,1.122683133,-0.2951282475,-0.3873091009,1.00980968,0.7858807847,-0.9978847541
71,Madonna,Crazy for You - Edit Version,6G7PVlifniapyhDCmWS2VM,-0.1471290339,0.488440059,-0.2604932753,-0.398628982,-0.5457945513,-0.808827975,-0.8304645022
72,Mariah Carey,I Don't Wanna Cry,1hFtJ5rV3aAm58ErijHdFO,-0.3715751967,0.3046873928,-0.4553149939,-0.3982698548,0.630394014,-0.9278904257,0.3691403311
73,Justin Moore,Middle Class Money,2ISdJkNRw3GHMEFc2CKePA,-0.9326906036,-0.09838297177,0.5837341718,-0.3985819487,-0.2991743683,0.4102772982,0.5433338438
74,Sech,Lo Malo,4e0sAwSNPxK9Zn3vnZoZ11,0.5262094544,-0.5014533364,-0.4033625356,-0.3984488205,0.6936299584,0.2882168721,-0.9341423349
75,Christopher Larkin,City of Tears,0nD62ke95NJvAI8chsRjRg,-0.483798278,-3.006417102,-1.451070444,3.487597814,-0.4129990681,-1.461958325,2.043108133
76,Ms. Lauryn Hill,I Gotta Find Peace of Mind - Live,6ocxCGYgcmZhCeTT1yuNkt,-0.483798278,-0.56072839,-0.4509856224,-0.3986209704,-0.4509406348,-0.4028164524,1.80513867
77,3LAU,Fire,3TcAHa91Y6t167Q43sKHrq,-0.8204675222,-1.106058883,0.155126391,-0.3947666705,-0.4699114181,0.2601643882,-1.396501208
78,Alan Jackson,Blue Blooded Woman,0JZGN7ASIqeSShQhrxhe0y,-0.7082444408,0.02016713545,0.9603894944,-0.3943640972,-0.628001279,0.7171414922,1.493971048
79,Jimi Hendrix,Stone Free,2TKtQAy9VKwq3Kh234uE85,-1.157136766,-0.3414106916,0.9517307514,-0.3982953644,0.2573019422,0.534050853,0.4545773032
80,Cartel De Santa,Somos Chidos,3tNMHZZ0SA3UYv9upBHE6Y,0.8628786986,1.282725777,0.4451942831,-0.398628982,-0.3750575015,0.9629754731,0.6503983069
81,Brad Cox,Red Light,4pxEEAmyKOdBBMZ8wK9IOl,-1.044913685,-0.3058456594,0.618369144,-0.3983168881,-0.6672075645,0.5072832157,1.817343952
82,Johnny Cash,Jackson,5fcxVCOtfesNzI2n4Y4kiJ,0.97510178,0.897437929,0.02524524524,-0.3972578415,1.382901752,0.0173283826,0.2923543554
83,Cage The Elephant,Tokyo Smoke,3POYMPJ0HJGtBc7aO2H7QV,0.07731712889,-0.8037561098,1.48857282,-0.06979440693,-0.5205001736,1.092744979,0.7777154902
84,J. Cole,Breakdown,2aMHA0kCzCKDiRTNEe4NJc,0.3017632917,-0.7978286044,0.163785134,-0.1770144078,-0.5710889291,0.1890695435,-0.6797426851
85,Mike Bahía,Tarde,2jERWMwxfeUroF7hJE24Qt,-0.7082444408,1.490188465,0.07719770353,-0.398628982,-0.5812066802,0.4558893521,-0.7981406242
86,Toots & The Maytals,Beautiful Woman,4EYFMVxgAXtfqSxiZTHLK5,-1.044913685,-0.1813680468,-0.4033625356,-0.398628982,-0.5951185879,-1.01054889,1.960957199
87,Joey Alexander,Draw Me Nearer,6vZ8PZZy7ljlQEgCPSZTAM,0.1895402103,0.6425551984,-1.710832736,3.160756176,-0.482558607,-1.634341909,0.06679136024
88,Rise Against,Satellite,5sG3G54H21hNfd5etlheoe,1.423994106,-1.200898969,1.432290991,-0.398628982,-0.7108403661,0.8550483595,0.5062820956
89,Shania Twain,Home Ain't Where His Heart Is (Anymore),43C32gFFER5nS4LJffpEPZ,-1.269359848,-0.6318584543,-1.299542441,-0.398628982,-0.4509406348,-0.8724278812,0.1576603534
90,Sebastian Mikael,Time,5NaM1Pvh51i5Ja5EMb7D31,0.07731712889,-0.2406431005,0.791544005,-0.398628982,-0.5875302746,0.401283372,0.504538484
91,Frankie Ballard,I'm Thinking Country,4Mj226YnFIPujrSbQsrTlP,-1.269359848,0.3461799303,0.9906950951,-0.398628982,0.3395086699,0.5833033057,0.00690500536
92,Mac DeMarco,Only You,259j5EvuFDiXzbMYSteBXw,-0.1471290339,-1.343159098,0.6313572586,-0.3944438147,-0.6596192512,0.3209804601,-0.1800638159
93,Annie Lennox,A Thousand Beautiful Things,2E69zptZWLWSMBArSJLUAa,0.3017632917,-0.7504085615,-1.083073865,-0.398628982,-0.1094665352,-0.4970385357,-1.345835876
94,Howlin' Wolf,Smokestack Lightnin',2HUZVffVPXvqnrml0gXggp,0.1895402103,0.4232375,-1.156673181,-0.3981187902,0.4533333697,-1.757687182,0.8832375276
95,Ski Mask The Slump God,Rambo,6xyYSp2HCpeEzG5G4qir76,0.3017632917,0.8144528539,-0.04835407066,-0.398628982,-0.746252495,0.3154127916,0.4098804885
96,Sidney Bechet,Petite Fleur,2ALXKyI9lB1HoIwJh7I2v0,-1.044913685,-0.5192358524,-1.602598448,0.37064463,-0.723487555,-0.8687874826,-1.239844405
97,Johann Sebastian Bach,"BWV82: Aria: Schlummert ein, ihr matten Augen",2buLDiH2wyEym4ZApsF4rN,-1.157136766,-2.238212407,-2.498345416,0.9246810656,-0.09049575185,-3.727571146,-0.2571515706
98,Aphex Twin,Fingerbib,3kbaZC3FZTecvlSR67Sr19,-0.7082444408,0.1742822749,-0.1955527025,3.292290006,-0.179026074,-0.5445778596,0.4067621061
99,Eddy Kim,You are so beautiful,2nJDePK69THatYkjkjQFE8,0.5262094544,-0.5844384114,-0.2431757892,-0.398628982,-0.4762350125,0.5359781229,1.071614651
100,Jacquees,Ms. Kathy (Make Up),0BP6YX9D5n0gtM0zTYpQ6L,-0.9326906036,-0.1872955522,-0.9878276914,-0.3985161818,-0.9163571853,-0.09638054065,-0.2612423518
101,Chris Stapleton,Might As Well Get Stoned,0DBYW9lHjTTz55gIt63IB9,0.8628786986,-0.1220929932,-0.1652471018,-0.2774584234,-0.2106440462,-0.05141090998,0.06441065968
102,Lewis Watson,little light (acoustic version),13EPGPVV6pyXPVqlYejvT7,-0.9326906036,0.5002950697,-1.360153642,-0.398628982,-0.1663788851,0.001910223517,-0.002919575816
103,The Weeknd,Kiss Land,5idmfDT06TjCQ1SPDsa5qh,0.3017632917,-1.562476796,1.094600012,-0.398628982,-0.7772381077,0.3173400615,0.07577766657
104,Clay Walker,Thinking Out Loud,0sUy8dfw9oWqjxqaLXCFIh,-1.269359848,0.6662652199,-0.2691520184,-0.398628982,-0.4762350125,0.1935665066,-1.366625093
105,"Hank Williams, Jr.",Mind Your Own Business,4raGevWiW8i1gactXulebp,-1.157136766,-0.1280204986,0.3845830817,-0.398628982,-0.5900597124,0.7323455101,1.495278757
106,Alle Farben,H.O.L.Y.,625SfHM2FVyyUj3cT8108G,2.097332594,-0.1458030147,0.155126391,-0.398628982,-0.02725980748,0.4914367744,-0.6609988596
107,Mariah Carey,Breakdown (feat. Krayzie Bone & Wish Bone),6iUlUzSGZzKtlCvQ3wCVZD,0.1895402103,0.7551778003,-0.7670297436,-0.398628982,-0.5647653346,-0.2109460283,0.5397460274
108,Virlan Garcia,Y Cambió Mi Suerte,6KzeSLDKK4DuFUHy3l9vqv,2.097332594,-0.02132540208,-0.9012402609,-0.398628982,-0.4129990681,0.5723821096,0.8069209858
109,Charlotte Dos Santos,Move On,390VumD1uSnfGvyB0NmjKe,-1.157136766,-1.485419226,-0.9878276914,-0.3982945672,-0.4952057958,-1.04952257,-1.127817355
110,John Williams,Cornish Pixies,5RocoiMnWOShtMQIfdKL0o,-1.269359848,-2.060387246,-1.403447358,3.160756176,-0.6311630762,-1.829638591,-1.286787796
111,Brantley Gilbert,A Modern Day Prodigal Son,1gi0qmJIs58NuSkmveLkQc,-1.269359848,0.618845177,-1.909983826,-0.398628982,-0.2169676406,-1.025324625,0.3400354285
112,HAIM,You Never Knew,2ef3iPWBpMFoIdGKCWZe5Y,-0.7082444408,0.8796554129,0.4235474255,-0.3985897212,-0.526823768,0.4683095358,-0.05962048629
113,Daddy Yankee,Llegamos A La Disco,0CJCS1CaZPy6DEKxoNBoXa,-0.2593521153,0.8381628753,0.7655677758,-0.398628982,1.572609585,0.6970122289,-1.028900923
114,Olga Tanon,Es Mentiroso,31usVfDz8LKV0J0iZtgsA7,-0.3715751967,1.525753497,0.8867901785,-0.3985799558,-0.7728115916,0.7970161219,0.8216075611
115,Panteon Rococo,La Carencia - En Vivo,1VvfQMzVpJ0yLOFgiWNp7O,-0.0349059525,-1.272029033,1.48857282,-0.3986190971,1.199517513,-0.1278592821,-0.6873206897
116,The National,Born to Beg,7wTRFTaQWhQ3AoHUWKvGAp,-0.1471290339,-0.365120713,0.0901858181,2.997335357,-0.5521181458,-1.073934655,1.666890383
117,Andrew McMahon in the Wilderness,Cecilia And The Satellite,1MSM3Fo2fvnwVqMcz8Jhjq,0.97510178,-1.236464001,1.016671324,-0.398628982,0.8201018471,0.220548285,2.488768572
118,Sade,Every Word,3UIV7JdURAPtfvQhhGo1d2,-0.7082444408,1.128610638,-0.5115968237,-0.3977959344,-0.5521181458,-0.114582534,-1.065282052
119,Brick,Ain't Gonna Hurt Nobody,2gdmo3ULjoHN3iDsufbvPG,-0.9326906036,1.235305735,0.05555084591,-0.3444211005,-0.2422620183,-0.6700645432,-0.1784543282
120,Tory Lanez,DrIP DrIp Drip (feat. Meek Mill),6SPYOjTjqvidDI24Hy9lwX,2.321778757,0.7136852627,0.8867901785,-0.398628982,-0.179026074,0.7661798037,1.181730434
121,Mt. Joy,Sado,3pCUW9RnNVztAWHkxUmrMZ,-0.5960213594,0.03202214618,-0.7756884867,-0.3983989971,-0.1853496684,-0.1135118285,0.6159955073
122,Crossfade,The Unknown,7Eg9qnJK7hI7LLoRsbvH2X,-0.8204675222,-0.3829032291,-0.3124457336,2.052683305,-0.4066754737,0.0175425237,-0.99842125
123,Van Morrison,In the Garden,2Tsc8d03lxrsXiiuWpqGkn,-0.1471290339,-0.3058456594,-1.342836156,-0.3976046125,0.428038992,-0.8694299058,0.676720137
124,Blueface,Wordplay,4KQO3TOWSjZflr3N1pgJVW,-0.2593521153,1.383493369,-0.8839227748,-0.398628982,1.952025251,0.09399089583,-0.6437303978
125,5 Seconds of Summer,Woke Up In Japan,5FA9XC36IlV9bnhMqqzNc9,1.087324861,0.5180775858,1.098929383,-0.398628982,-0.2675563961,0.9353512714,0.2391406682
126,Jake Scott,She,5BtTBrF7j57rmtPvmhgw4C,-0.3715751967,-0.4243957667,-1.161002552,-0.398628982,2.129085896,-0.5405091787,0.4723822609
127,Hozier,Run,2AEKTA8tQnXUullpmN8NkL,0.5262094544,-1.283884044,-0.9358752331,-0.1503090544,-0.526823768,-0.06618664577,-1.610428948
128,Robyn,Indestructible,4CZ8nFoCsNNXuaX0qBm8LX,-0.9326906036,0.3876724679,0.5058054844,0.6855286474,-0.2928507738,0.7726040366,0.004926676727
129,Black Joe Lewis & The Honeybears,"Bitch, I Love You",6XxsaUGWRXc30HgewJ10M8,-1.269359848,-0.4362507774,0.7439209182,-0.3940053686,0.5481872863,0.9548381114,-0.7266525454
130,Ray LaMontagne,Let It Be Me,56AecW9Anb0CY6HpgWvcg9,0.413986373,0.144644748,-1.412106101,-0.398628982,-0.4699114181,0.0310334129,-0.405827997
131,Creed,Weathered,33P0xVFGIPfCB2ZBCTGTY9,-0.3715751967,-1.023073808,1.410644133,-0.3986123211,0.2509783478,0.7484060925,0.8086310665
132,Tracy Bonham,Mother Mother,6WGaVdhY8uMWMgxiKpdLVy,-1.269359848,-1.307594066,0.1031739327,-0.398628982,0.1055356757,0.2428189592,1.828576835
133,Metro Boomin,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,2.658448001,0.2869048767,-0.9055696324,-0.3980988608,0.9212793581,-0.6550746664,1.017864468
134,Tammy Wynette,D-I-V-O-R-C-E,4JPEuPsDG3nNJMAvvQ2Rr3,-0.5960213594,0.2276298231,-0.9791689483,-0.398628982,-0.2359384239,-0.227649034,-0.6702198829
135,Carrie Underwood,End Up With You,5XIrB4tNKqmGxtVbYpTllz,0.6384325358,-0.1339480039,-0.2042114455,-0.398628982,-0.7728115916,0.840915047,-0.9042997504
136,Toygar Işıklı,Sen Yanımdayken,7AsWVlCvnAdFVWiBJklg0H,-0.0349059525,0.0438771569,-1.576622219,-0.398628982,-0.5078529847,-0.04562910033,0.4701356843
137,Fleet Foxes,The Shrine / An Argument,0Fz4WJTM3m9NOOkuMJghpp,-0.7082444408,-1.657316882,-1.139355695,-0.3977760051,-0.6305307168,-0.4357941816,0.7821751124
138,Steve Lacy,Thangs,7useXLqEWfoNdRveqGoQpv,-0.9326906036,1.976243905,0.7958733765,0.3865881246,0.4786277475,0.9417755044,0.1416996003
139,Flatbush Zombies,New World Order,5hymY2bRVvk9XabRFZF1ze,0.8628786986,-0.8333936366,0.3412893665,-0.3985779628,-0.5078529847,0.08071414773,0.1779801356
140,Beach House,On the Sea,5TjIyeNaET7Y0TZlXg61xq,-0.8204675222,-0.6259309489,-0.3990331641,0.007930129003,-0.6039716202,0.09891614109,-0.588940754
141,Jax Jones,Play,29R1IMTTbDDA3VNlk6UEW5,3.331786489,1.07526309,0.6876390884,-0.39857876,1.503050046,0.08135657102,0.175901214
142,Ghostemane,Ballgag,4Zdp7FjQOG1ejeV06dUiv6,0.3017632917,0.2987598874,-0.009389726948,2.865801527,-0.5078529847,0.351174355,-0.1593751928
143,John Williams,"Quidditch, Third Year",73hAYcA5TznG8rtuX1k9Ka,-1.157136766,-1.21275398,-0.9575220907,2.738253571,-0.7000902556,-1.415489707,0.7370423948
144,Upchurch,Shit Bubba,4miEexy25j0ukUor2J6KDz,-0.5960213594,1.140465649,0.1421382764,-0.398628982,0.8137782527,-1.146956769,-0.7303409547
145,Gryffin,Whole Heart,4Z1t1aMRif8ES212kTN8H2,1.423994106,-0.5251633578,0.1681145055,-0.39857876,-0.223291235,0.2098412301,1.477272613
146,Lauv,I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,3.892901896,0.9626404879,-0.4509856224,-0.398618818,-0.5331473625,0.113906018,-0.9323987232
147,juan karlos,Buwan,5f9808hpiCpuNyqqdXmpF2,3.107340326,0.2454123392,-0.9878276914,-0.3979473976,-0.6204129657,-0.782702761,0.2089292428
148,The Revivalists,Catching Fireflies,4daxThR2Ny2xj0hkar6XkX,-0.8204675222,-0.7207710347,1.163869956,-0.3982925743,2.925858795,0.8809594324,0.8762630809
149,1K Phew,Bigger Than Me,37M8XgWP4dWZGxIyImFID9,-0.7082444408,1.324218315,-0.05268344219,-0.3986206914,-0.6747958778,0.1344635634,0.7784867031
150,Moneybagg Yo,Pleading The Fifth (feat. Quavo),3LUPftNsM4KOk7kINY8keB,1.087324861,0.06758717835,0.05122147439,-0.398628982,-0.3940282848,0.2852188967,1.345093436
